vgeneration,pair,round_actions,payoffs,reasoning_A,reasoning_B,score_A,score_B
27,Agent_16-Agent_16,D-D,1-1,Tit-for-Tat: mirroring opponent's last move,Tit-for-Tat: mirroring opponent's last move,4,4
27,Agent_9-Agent_17,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Generous Tit-for-Tat: mirroring last move,15,6
27,Agent_10-Agent_18,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Always Cooperate strategy,15,6
27,Agent_11-Agent_19,C-C,3-3,Always Cooperate strategy,Always Cooperate strategy,15,6
27,Agent_12-Agent_20,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Generous Tit-for-Tat: mirroring last move,15,6
27,Agent_13-Agent_21,C-C,3-3,Always Cooperate strategy,Generous Tit-for-Tat: mirroring last move,15,6
27,Agent_14-Agent_22,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Generous Tit-for-Tat: mirroring last move,15,6
27,Agent_15-Agent_23,C-C,3-3,Tit-for-Tat: mirroring opponent's last move,Generous Tit-for-Tat: mirroring last move,15,6
27,Agent_16-Agent_24,D-D,1-1,Tit-for-Tat: mirroring opponent's last move,Always Defect strategy,5,2
27,Agent_9-Agent_25,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Generous Tit-for-Tat: mirroring last move,18,6
27,Agent_10-Agent_26,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Generous Tit-for-Tat: mirroring last move,18,6
27,Agent_11-Agent_27,C-C,3-3,Always Cooperate strategy,Generous Tit-for-Tat: mirroring last move,18,6
27,Agent_12-Agent_28,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Generous Tit-for-Tat: mirroring last move,18,6
27,Agent_13-Agent_29,C-C,3-3,Always Cooperate strategy,Generous Tit-for-Tat: mirroring last move,18,6
27,Agent_14-Agent_30,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Generous Tit-for-Tat: mirroring last move,18,6
27,Agent_15-Agent_31,C-C,3-3,Tit-for-Tat: mirroring opponent's last move,Generous Tit-for-Tat: mirroring last move,18,6
27,Agent_16-Agent_32,D-D,1-1,Tit-for-Tat: mirroring opponent's last move,Always Defect strategy,6,2
27,Agent_9-Agent_33,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Always Cooperate strategy,21,6
27,Agent_10-Agent_34,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Tit-for-Tat: mirroring opponent's last move,21,6
27,Agent_11-Agent_35,C-C,3-3,Always Cooperate strategy,Generous Tit-for-Tat: mirroring last move,21,6
27,Agent_12-Agent_36,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Generous Tit-for-Tat: mirroring last move,21,6
27,Agent_13-Agent_37,C-C,3-3,Always Cooperate strategy,Always Cooperate strategy,21,6
27,Agent_14-Agent_38,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Tit-for-Tat: mirroring opponent's last move,21,6
27,Agent_15-Agent_39,C-C,3-3,Tit-for-Tat: mirroring opponent's last move,Generous Tit-for-Tat: mirroring last move,21,6
27,Agent_16-Agent_40,D-D,1-1,Tit-for-Tat: mirroring opponent's last move,Tit-for-Tat: mirroring opponent's last move,7,2
27,Agent_9-Agent_41,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Generous Tit-for-Tat: mirroring last move,24,6
27,Agent_10-Agent_42,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Tit-for-Tat: mirroring opponent's last move,24,6
27,Agent_11-Agent_43,C-C,3-3,Always Cooperate strategy,Always Cooperate strategy,24,6
27,Agent_12-Agent_44,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Generous Tit-for-Tat: mirroring last move,24,6
27,Agent_13-Agent_45,C-C,3-3,Always Cooperate strategy,Generous Tit-for-Tat: mirroring last move,24,6
27,Agent_14-Agent_46,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Generous Tit-for-Tat: mirroring last move,24,6
27,Agent_15-Agent_47,C-C,3-3,Tit-for-Tat: mirroring opponent's last move,Generous Tit-for-Tat: mirroring last move,24,6
27,Agent_16-Agent_48,D-D,1-1,Tit-for-Tat: mirroring opponent's last move,Always Defect strategy,8,2
27,Agent_9-Agent_49,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Always Cooperate strategy,27,6
27,Agent_10-Agent_50,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Generous Tit-for-Tat: mirroring last move,27,6
27,Agent_11-Agent_51,C-C,3-3,Always Cooperate strategy,Generous Tit-for-Tat: mirroring last move,27,6
27,Agent_12-Agent_52,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Always Cooperate strategy,27,6
27,Agent_13-Agent_53,C-C,3-3,Always Cooperate strategy,Generous Tit-for-Tat: mirroring last move,27,6
27,Agent_14-Agent_54,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Generous Tit-for-Tat: mirroring last move,27,6
27,Agent_15-Agent_55,C-C,3-3,Tit-for-Tat: mirroring opponent's last move,Generous Tit-for-Tat: mirroring last move,27,6
27,Agent_16-Agent_56,D-D,1-1,Tit-for-Tat: mirroring opponent's last move,Tit-for-Tat: mirroring opponent's last move,9,2
27,Agent_9-Agent_57,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Tit-for-Tat: mirroring opponent's last move,30,6
27,Agent_10-Agent_58,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Generous Tit-for-Tat: mirroring last move,30,6
27,Agent_11-Agent_59,C-C,3-3,Always Cooperate strategy,Always Cooperate strategy,30,6
27,Agent_12-Agent_60,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Always Cooperate strategy,30,6
27,Agent_13-Agent_61,C-C,3-3,Always Cooperate strategy,Generous Tit-for-Tat: mirroring last move,30,6
27,Agent_14-Agent_62,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Generous Tit-for-Tat: mirroring last move,30,6
27,Agent_15-Agent_63,C-C,3-3,Tit-for-Tat: mirroring opponent's last move,Generous Tit-for-Tat: mirroring last move,30,6
27,Agent_16-Agent_64,D-D,1-1,Tit-for-Tat: mirroring opponent's last move,Tit-for-Tat: mirroring opponent's last move,10,2
27,Agent_17-Agent_1,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Generous Tit-for-Tat: mirroring last move,9,33
27,Agent_18-Agent_2,C-C,3-3,Always Cooperate strategy,Generous Tit-for-Tat: mirroring last move,9,33
27,Agent_19-Agent_3,C-C,3-3,Always Cooperate strategy,Generous Tit-for-Tat: mirroring last move,9,33
27,Agent_20-Agent_4,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Generous Tit-for-Tat: mirroring last move,9,33
27,Agent_21-Agent_5,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Always Cooperate strategy,9,33
27,Agent_22-Agent_6,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Generous Tit-for-Tat: mirroring last move,9,33
27,Agent_23-Agent_7,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Generous Tit-for-Tat: mirroring last move,9,33
27,Agent_24-Agent_8,D-D,1-1,Always Defect strategy,Generous Tit-for-Tat: mirroring last move,3,11
27,Agent_17-Agent_9,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Generous Tit-for-Tat: mirroring last move,12,33
27,Agent_18-Agent_10,C-C,3-3,Always Cooperate strategy,Generous Tit-for-Tat: mirroring last move,12,33
27,Agent_19-Agent_11,C-C,3-3,Always Cooperate strategy,Always Cooperate strategy,12,33
27,Agent_20-Agent_12,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Generous Tit-for-Tat: mirroring last move,12,33
27,Agent_21-Agent_13,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Always Cooperate strategy,12,33
27,Agent_22-Agent_14,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Generous Tit-for-Tat: mirroring last move,12,33
27,Agent_23-Agent_15,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Tit-for-Tat: mirroring opponent's last move,12,33
27,Agent_24-Agent_16,D-D,1-1,Always Defect strategy,Tit-for-Tat: mirroring opponent's last move,4,11
27,Agent_17-Agent_17,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Generous Tit-for-Tat: mirroring last move,18,18
27,Agent_18-Agent_18,C-C,3-3,Always Cooperate strategy,Always Cooperate strategy,18,18
27,Agent_19-Agent_19,C-C,3-3,Always Cooperate strategy,Always Cooperate strategy,18,18
27,Agent_20-Agent_20,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Generous Tit-for-Tat: mirroring last move,18,18
27,Agent_21-Agent_21,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Generous Tit-for-Tat: mirroring last move,18,18
27,Agent_22-Agent_22,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Generous Tit-for-Tat: mirroring last move,18,18
27,Agent_23-Agent_23,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Generous Tit-for-Tat: mirroring last move,18,18
27,Agent_24-Agent_24,D-D,1-1,Always Defect strategy,Always Defect strategy,6,6
27,Agent_17-Agent_25,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Generous Tit-for-Tat: mirroring last move,21,9
27,Agent_18-Agent_26,C-C,3-3,Always Cooperate strategy,Generous Tit-for-Tat: mirroring last move,21,9
27,Agent_19-Agent_27,C-C,3-3,Always Cooperate strategy,Generous Tit-for-Tat: mirroring last move,21,9
27,Agent_20-Agent_28,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Generous Tit-for-Tat: mirroring last move,21,9
27,Agent_21-Agent_29,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Generous Tit-for-Tat: mirroring last move,21,9
27,Agent_22-Agent_30,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Generous Tit-for-Tat: mirroring last move,21,9
27,Agent_23-Agent_31,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Generous Tit-for-Tat: mirroring last move,21,9
27,Agent_24-Agent_32,D-D,1-1,Always Defect strategy,Always Defect strategy,7,3
27,Agent_17-Agent_33,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Always Cooperate strategy,24,9
27,Agent_18-Agent_34,C-C,3-3,Always Cooperate strategy,Tit-for-Tat: mirroring opponent's last move,24,9
27,Agent_19-Agent_35,C-C,3-3,Always Cooperate strategy,Generous Tit-for-Tat: mirroring last move,24,9
27,Agent_20-Agent_36,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Generous Tit-for-Tat: mirroring last move,24,9
27,Agent_21-Agent_37,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Always Cooperate strategy,24,9
27,Agent_22-Agent_38,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Tit-for-Tat: mirroring opponent's last move,24,9
27,Agent_23-Agent_39,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Generous Tit-for-Tat: mirroring last move,24,9
27,Agent_24-Agent_40,D-D,1-1,Always Defect strategy,Tit-for-Tat: mirroring opponent's last move,8,3
27,Agent_17-Agent_41,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Generous Tit-for-Tat: mirroring last move,27,9
27,Agent_18-Agent_42,C-C,3-3,Always Cooperate strategy,Tit-for-Tat: mirroring opponent's last move,27,9
27,Agent_19-Agent_43,C-C,3-3,Always Cooperate strategy,Always Cooperate strategy,27,9
27,Agent_20-Agent_44,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Generous Tit-for-Tat: mirroring last move,27,9
27,Agent_21-Agent_45,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Generous Tit-for-Tat: mirroring last move,27,9
27,Agent_22-Agent_46,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Generous Tit-for-Tat: mirroring last move,27,9
27,Agent_23-Agent_47,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Generous Tit-for-Tat: mirroring last move,27,9
27,Agent_24-Agent_48,D-D,1-1,Always Defect strategy,Always Defect strategy,9,3
27,Agent_17-Agent_49,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Always Cooperate strategy,30,9
27,Agent_18-Agent_50,C-C,3-3,Always Cooperate strategy,Generous Tit-for-Tat: mirroring last move,30,9
27,Agent_19-Agent_51,C-C,3-3,Always Cooperate strategy,Generous Tit-for-Tat: mirroring last move,30,9
27,Agent_20-Agent_52,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Always Cooperate strategy,30,9
27,Agent_21-Agent_53,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Generous Tit-for-Tat: mirroring last move,30,9
27,Agent_22-Agent_54,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Generous Tit-for-Tat: mirroring last move,30,9
27,Agent_23-Agent_55,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Generous Tit-for-Tat: mirroring last move,30,9
27,Agent_24-Agent_56,D-D,1-1,Always Defect strategy,Tit-for-Tat: mirroring opponent's last move,10,3
27,Agent_17-Agent_57,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Tit-for-Tat: mirroring opponent's last move,33,9
27,Agent_18-Agent_58,C-C,3-3,Always Cooperate strategy,Generous Tit-for-Tat: mirroring last move,33,9
27,Agent_19-Agent_59,C-C,3-3,Always Cooperate strategy,Always Cooperate strategy,33,9
27,Agent_20-Agent_60,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Always Cooperate strategy,33,9
27,Agent_21-Agent_61,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Generous Tit-for-Tat: mirroring last move,33,9
27,Agent_22-Agent_62,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Generous Tit-for-Tat: mirroring last move,33,9
27,Agent_23-Agent_63,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Generous Tit-for-Tat: mirroring last move,33,9
27,Agent_24-Agent_64,D-D,1-1,Always Defect strategy,Tit-for-Tat: mirroring opponent's last move,11,3
27,Agent_25-Agent_1,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Generous Tit-for-Tat: mirroring last move,12,36
27,Agent_26-Agent_2,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Generous Tit-for-Tat: mirroring last move,12,36
27,Agent_27-Agent_3,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Generous Tit-for-Tat: mirroring last move,12,36
27,Agent_28-Agent_4,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Generous Tit-for-Tat: mirroring last move,12,36
27,Agent_29-Agent_5,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Always Cooperate strategy,12,36
27,Agent_30-Agent_6,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Generous Tit-for-Tat: mirroring last move,12,36
27,Agent_31-Agent_7,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Generous Tit-for-Tat: mirroring last move,12,36
27,Agent_32-Agent_8,D-D,1-1,Always Defect strategy,Generous Tit-for-Tat: mirroring last move,4,12
27,Agent_25-Agent_9,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Generous Tit-for-Tat: mirroring last move,15,36
27,Agent_26-Agent_10,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Generous Tit-for-Tat: mirroring last move,15,36
27,Agent_27-Agent_11,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Always Cooperate strategy,15,36
27,Agent_28-Agent_12,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Generous Tit-for-Tat: mirroring last move,15,36
27,Agent_29-Agent_13,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Always Cooperate strategy,15,36
27,Agent_30-Agent_14,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Generous Tit-for-Tat: mirroring last move,15,36
27,Agent_31-Agent_15,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Tit-for-Tat: mirroring opponent's last move,15,36
27,Agent_32-Agent_16,D-D,1-1,Always Defect strategy,Tit-for-Tat: mirroring opponent's last move,5,12
27,Agent_25-Agent_17,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Generous Tit-for-Tat: mirroring last move,18,36
27,Agent_26-Agent_18,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Always Cooperate strategy,18,36
27,Agent_27-Agent_19,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Always Cooperate strategy,18,36
27,Agent_28-Agent_20,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Generous Tit-for-Tat: mirroring last move,18,36
27,Agent_29-Agent_21,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Generous Tit-for-Tat: mirroring last move,18,36
27,Agent_30-Agent_22,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Generous Tit-for-Tat: mirroring last move,18,36
27,Agent_31-Agent_23,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Generous Tit-for-Tat: mirroring last move,18,36
27,Agent_32-Agent_24,D-D,1-1,Always Defect strategy,Always Defect strategy,6,12
27,Agent_25-Agent_25,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Generous Tit-for-Tat: mirroring last move,24,24
27,Agent_26-Agent_26,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Generous Tit-for-Tat: mirroring last move,24,24
27,Agent_27-Agent_27,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Generous Tit-for-Tat: mirroring last move,24,24
27,Agent_28-Agent_28,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Generous Tit-for-Tat: mirroring last move,24,24
27,Agent_29-Agent_29,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Generous Tit-for-Tat: mirroring last move,24,24
27,Agent_30-Agent_30,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Generous Tit-for-Tat: mirroring last move,24,24
27,Agent_31-Agent_31,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Generous Tit-for-Tat: mirroring last move,24,24
27,Agent_32-Agent_32,D-D,1-1,Always Defect strategy,Always Defect strategy,8,8
27,Agent_25-Agent_33,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Always Cooperate strategy,27,12
27,Agent_26-Agent_34,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Tit-for-Tat: mirroring opponent's last move,27,12
27,Agent_27-Agent_35,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Generous Tit-for-Tat: mirroring last move,27,12
27,Agent_28-Agent_36,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Generous Tit-for-Tat: mirroring last move,27,12
27,Agent_29-Agent_37,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Always Cooperate strategy,27,12
27,Agent_30-Agent_38,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Tit-for-Tat: mirroring opponent's last move,27,12
27,Agent_31-Agent_39,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Generous Tit-for-Tat: mirroring last move,27,12
27,Agent_32-Agent_40,D-D,1-1,Always Defect strategy,Tit-for-Tat: mirroring opponent's last move,9,4
27,Agent_25-Agent_41,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Generous Tit-for-Tat: mirroring last move,30,12
27,Agent_26-Agent_42,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Tit-for-Tat: mirroring opponent's last move,30,12
27,Agent_27-Agent_43,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Always Cooperate strategy,30,12
27,Agent_28-Agent_44,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Generous Tit-for-Tat: mirroring last move,30,12
27,Agent_29-Agent_45,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Generous Tit-for-Tat: mirroring last move,30,12
27,Agent_30-Agent_46,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Generous Tit-for-Tat: mirroring last move,30,12
27,Agent_31-Agent_47,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Generous Tit-for-Tat: mirroring last move,30,12
27,Agent_32-Agent_48,D-D,1-1,Always Defect strategy,Always Defect strategy,10,4
27,Agent_25-Agent_49,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Always Cooperate strategy,33,12
27,Agent_26-Agent_50,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Generous Tit-for-Tat: mirroring last move,33,12
27,Agent_27-Agent_51,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Generous Tit-for-Tat: mirroring last move,33,12
27,Agent_28-Agent_52,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Always Cooperate strategy,33,12
27,Agent_29-Agent_53,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Generous Tit-for-Tat: mirroring last move,33,12
27,Agent_30-Agent_54,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Generous Tit-for-Tat: mirroring last move,33,12
27,Agent_31-Agent_55,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Generous Tit-for-Tat: mirroring last move,33,12
27,Agent_32-Agent_56,D-D,1-1,Always Defect strategy,Tit-for-Tat: mirroring opponent's last move,11,4
27,Agent_25-Agent_57,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Tit-for-Tat: mirroring opponent's last move,36,12
27,Agent_26-Agent_58,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Generous Tit-for-Tat: mirroring last move,36,12
27,Agent_27-Agent_59,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Always Cooperate strategy,36,12
27,Agent_28-Agent_60,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Always Cooperate strategy,36,12
27,Agent_29-Agent_61,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Generous Tit-for-Tat: mirroring last move,36,12
27,Agent_30-Agent_62,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Generous Tit-for-Tat: mirroring last move,36,12
27,Agent_31-Agent_63,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Generous Tit-for-Tat: mirroring last move,36,12
27,Agent_32-Agent_64,D-D,1-1,Always Defect strategy,Tit-for-Tat: mirroring opponent's last move,12,4
27,Agent_33-Agent_1,C-C,3-3,Always Cooperate strategy,Generous Tit-for-Tat: mirroring last move,15,39
27,Agent_34-Agent_2,C-C,3-3,Tit-for-Tat: mirroring opponent's last move,Generous Tit-for-Tat: mirroring last move,15,39
27,Agent_35-Agent_3,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Generous Tit-for-Tat: mirroring last move,15,39
27,Agent_36-Agent_4,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Generous Tit-for-Tat: mirroring last move,15,39
27,Agent_37-Agent_5,C-C,3-3,Always Cooperate strategy,Always Cooperate strategy,15,39
27,Agent_38-Agent_6,C-C,3-3,Tit-for-Tat: mirroring opponent's last move,Generous Tit-for-Tat: mirroring last move,15,39
